"participant";"straight";"planar_intersection";"valence";"acc";"object";"surface";"pair";"stimsuj";"badtry";"sex";"age"
"part36";"0";"1";1;0;"cube_c_i_car";"cube";"car";"12_part36";0;"M";20
"part36";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"13_part36";0;"M";20
"part36";"1";"0";1;1;"cube_d_ni_el";"cube";"el";"14_part36";0;"M";20
"part36";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"15_part36";0;"M";20
"part36";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"16_part36";0;"M";20
"part36";"0";"0";1;0;"cube_c_ni_el";"cube";"el";"17_part36";0;"M";20
"part36";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"18_part36";0;"M";20
"part36";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"19_part36";0;"M";20
"part36";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"1_part36";0;"M";20
"part36";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"21_part36";0;"M";20
"part36";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"22_part36";0;"M";20
"part36";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"23_part36";0;"M";20
"part36";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"24_part36";0;"M";20
"part36";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"26_part36";0;"M";20
"part36";"0";"0";1;0;"cube_c_ni_rec";"cube";"rec";"27_part36";0;"M";20
"part36";"0";"0";1;0;"cyli_c_ni_spe1t";"cyli";"spe1t";"29_part36";0;"M";20
"part36";"0";"1";1;0;"cube_c_i_tri";"cube";"tri";"2_part36";0;"M";20
"part36";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"3_part36";0;"M";20
"part36";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"4_part36";0;"M";20
"part36";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"5_part36";0;"M";20
"part36";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"6_part36";0;"M";20
"part36";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"7_part36";0;"M";20
"part36";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"8_part36";0;"M";20
"part36";"0";"1";1;0;"cone_c_i_tr";"cone";"tr";"9_part36";0;"M";20
"part37";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"10_part37";0;"F";26
"part37";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"11_part37";0;"F";26
"part37";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"13_part37";0;"F";26
"part37";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"14_part37";0;"F";26
"part37";"0";"0";1;0;"cyli_c_ni_spe1c";"cyli";"spe1c";"15_part37";0;"F";26
"part37";"0";"1";1;0;"cube_c_i_car";"cube";"car";"16_part37";0;"F";26
"part37";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"17_part37";0;"F";26
"part37";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"18_part37";0;"F";26
"part37";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"19_part37";0;"F";26
"part37";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"1_part37";0;"F";26
"part37";"0";"1";0;1;"sphe_c_i_pc";"sphe";"pc";"20_part37";0;"F";26
"part37";"0";"0";1;0;"cube_c_ni_rec";"cube";"rec";"21_part37";0;"F";26
"part37";"0";"0";1;0;"cyli_c_ni_spe1t";"cyli";"spe1t";"22_part37";0;"F";26
"part37";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"24_part37";0;"F";26
"part37";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"25_part37";0;"F";26
"part37";"1";"0";1;1;"cube_d_ni_el";"cube";"el";"26_part37";0;"F";26
"part37";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"27_part37";0;"F";26
"part37";"0";"0";1;0;"cube_c_ni_el";"cube";"el";"28_part37";0;"F";26
"part37";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"29_part37";0;"F";26
"part37";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"2_part37";0;"F";26
"part37";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"3_part37";0;"F";26
"part37";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"4_part37";0;"F";26
"part37";"0";"1";0;1;"cyli_c_i_el";"cyli";"el";"5_part37";0;"F";26
"part37";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"6_part37";0;"F";26
"part37";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"8_part37";0;"F";26
"part37";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"9_part37";0;"F";26
"part38";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"10_part38";0;"F";21
"part38";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"11_part38";0;"F";21
"part38";"1";"1";0;0;"cube_d_i_ca";"cube";"ca";"12_part38";0;"F";21
"part38";"1";"1";0;0;"sphe_d_i_gc";"sphe";"gc";"13_part38";0;"F";21
"part38";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"15_part38";0;"F";21
"part38";"1";"1";0;0;"cyli_d_i_c";"cyli";"c";"16_part38";0;"F";21
"part38";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"17_part38";0;"F";21
"part38";"1";"0";0;0;"cyli_d_ni_spe1";"cyli";"spe1";"18_part38";0;"F";21
"part38";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"19_part38";0;"F";21
"part38";"0";"1";1;0;"cube_c_i_tri";"cube";"tri";"1_part38";0;"F";21
"part38";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"21_part38";0;"F";21
"part38";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"22_part38";0;"F";21
"part38";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"23_part38";0;"F";21
"part38";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"24_part38";0;"F";21
"part38";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"25_part38";0;"F";21
"part38";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"26_part38";0;"F";21
"part38";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"27_part38";0;"F";21
"part38";"1";"1";0;0;"cube_d_i_tri";"cube";"tri";"28_part38";0;"F";21
"part38";"0";"0";0;1;"cube_c_ni_rec";"cube";"rec";"29_part38";0;"F";21
"part38";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"3_part38";0;"F";21
"part38";"0";"1";0;1;"cube_c_i_car";"cube";"car";"4_part38";0;"F";21
"part38";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"5_part38";0;"F";21
"part38";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"6_part38";0;"F";21
"part38";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"7_part38";0;"F";21
"part38";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"8_part38";0;"F";21
"part38";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"9_part38";0;"F";21
"part39";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"10_part39";0;"F";23
"part39";"0";"1";1;0;"cube_c_i_tri";"cube";"tri";"11_part39";0;"F";23
"part39";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"12_part39";0;"F";23
"part39";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"13_part39";0;"F";23
"part39";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"14_part39";0;"F";23
"part39";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"15_part39";0;"F";23
"part39";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"16_part39";0;"F";23
"part39";"0";"1";1;0;"cone_c_i_tr";"cone";"tr";"17_part39";0;"F";23
"part39";"0";"0";1;0;"cube_c_ni_rec";"cube";"rec";"18_part39";0;"F";23
"part39";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"19_part39";0;"F";23
"part39";"0";"1";1;0;"cube_c_i_car";"cube";"car";"1_part39";0;"F";23
"part39";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"20_part39";0;"F";23
"part39";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"21_part39";0;"F";23
"part39";"1";"0";0;0;"cyli_d_ni_spe1";"cyli";"spe1";"22_part39";0;"F";23
"part39";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"23_part39";0;"F";23
"part39";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"24_part39";0;"F";23
"part39";"1";"0";1;1;"cube_d_ni_el";"cube";"el";"25_part39";0;"F";23
"part39";"0";"0";1;0;"cube_c_ni_el";"cube";"el";"26_part39";0;"F";23
"part39";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"27_part39";0;"F";23
"part39";"0";"1";0;1;"sphe_c_i_pc";"sphe";"pc";"29_part39";0;"F";23
"part39";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"2_part39";0;"F";23
"part39";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"3_part39";0;"F";23
"part39";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"4_part39";0;"F";23
"part39";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"6_part39";0;"F";23
"part39";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"7_part39";0;"F";23
"part39";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"8_part39";0;"F";23
"part40";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"10_part40";0;"F";19
"part40";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"11_part40";0;"F";19
"part40";"1";"1";0;0;"cube_d_i_tri";"cube";"tri";"12_part40";0;"F";19
"part40";"1";"0";0;0;"cyli_d_ni_spe1";"cyli";"spe1";"13_part40";0;"F";19
"part40";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"15_part40";0;"F";19
"part40";"0";"1";0;1;"cube_c_i_car";"cube";"car";"17_part40";0;"F";19
"part40";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"18_part40";0;"F";19
"part40";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"19_part40";0;"F";19
"part40";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"1_part40";0;"F";19
"part40";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"20_part40";0;"F";19
"part40";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"21_part40";0;"F";19
"part40";"0";"0";1;0;"cube_c_ni_rec";"cube";"rec";"22_part40";0;"F";19
"part40";"1";"0";1;1;"cube_d_ni_el";"cube";"el";"23_part40";0;"F";19
"part40";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"24_part40";0;"F";19
"part40";"0";"0";1;0;"cyli_c_ni_eld";"cyli";"eld";"25_part40";1;"F";19
"part40";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"26_part40";0;"F";19
"part40";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"27_part40";0;"F";19
"part40";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"28_part40";0;"F";19
"part40";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"29_part40";0;"F";19
"part40";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"2_part40";0;"F";19
"part40";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"3_part40";0;"F";19
"part40";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"4_part40";0;"F";19
"part40";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"5_part40";0;"F";19
"part40";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"6_part40";0;"F";19
"part40";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"8_part40";0;"F";19
"part40";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"9_part40";0;"F";19
"part41";"0";"1";0;1;"cube_c_i_car";"cube";"car";"10_part41";0;"F";23
"part41";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"11_part41";0;"F";23
"part41";"0";"1";0;1;"sphe_c_i_pc";"sphe";"pc";"12_part41";0;"F";23
"part41";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"13_part41";0;"F";23
"part41";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"14_part41";0;"F";23
"part41";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"15_part41";0;"F";23
"part41";"0";"0";0;1;"cube_c_ni_rec";"cube";"rec";"16_part41";0;"F";23
"part41";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"17_part41";0;"F";23
"part41";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"18_part41";0;"F";23
"part41";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"19_part41";0;"F";23
"part41";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"20_part41";0;"F";23
"part41";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"21_part41";0;"F";23
"part41";"1";"1";0;0;"cube_d_i_tri";"cube";"tri";"23_part41";0;"F";23
"part41";"1";"1";0;0;"cyli_d_i_c";"cyli";"c";"24_part41";0;"F";23
"part41";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"25_part41";0;"F";23
"part41";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"26_part41";0;"F";23
"part41";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"28_part41";0;"F";23
"part41";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"29_part41";0;"F";23
"part41";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"2_part41";0;"F";23
"part41";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"3_part41";0;"F";23
"part41";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"4_part41";0;"F";23
"part41";"0";"1";0;1;"cyli_c_i_el";"cyli";"el";"5_part41";0;"F";23
"part41";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"6_part41";0;"F";23
"part41";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"7_part41";0;"F";23
"part41";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"8_part41";0;"F";23
"part41";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"9_part41";0;"F";23
"part42";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"10_part42";0;"F";21
"part42";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"11_part42";0;"F";21
"part42";"0";"1";0;1;"sphe_c_i_pc";"sphe";"pc";"12_part42";0;"F";21
"part42";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"13_part42";0;"F";21
"part42";"1";"1";0;0;"cone_d_i_bag";"cone";"bag";"14_part42";0;"F";21
"part42";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"15_part42";0;"F";21
"part42";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"16_part42";0;"F";21
"part42";"1";"1";0;0;"sphe_d_i_gc";"sphe";"gc";"17_part42";0;"F";21
"part42";"1";"1";0;0;"cube_d_i_tri";"cube";"tri";"18_part42";0;"F";21
"part42";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"19_part42";0;"F";21
"part42";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"1_part42";0;"F";21
"part42";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"21_part42";0;"F";21
"part42";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"22_part42";0;"F";21
"part42";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"23_part42";0;"F";21
"part42";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"24_part42";0;"F";21
"part42";"0";"1";0;1;"cube_c_i_rec";"cube";"rec";"25_part42";0;"F";21
"part42";"0";"0";0;1;"cube_c_ni_rec";"cube";"rec";"26_part42";0;"F";21
"part42";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"28_part42";0;"F";21
"part42";"0";"1";0;1;"cube_c_i_car";"cube";"car";"29_part42";0;"F";21
"part42";"0";"1";0;1;"cyli_c_i_el";"cyli";"el";"2_part42";0;"F";21
"part42";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"3_part42";0;"F";21
"part42";"1";"0";0;0;"cyli_d_ni_spe1";"cyli";"spe1";"5_part42";0;"F";21
"part42";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"6_part42";0;"F";21
"part42";"1";"1";0;0;"cube_d_i_ca";"cube";"ca";"7_part42";0;"F";21
"part42";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"8_part42";0;"F";21
"part42";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"9_part42";0;"F";21
"part43";"0";"1";0;1;"cone_c_i_tr";"cone";"tr";"10_part43";0;"F";31
"part43";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"11_part43";0;"F";31
"part43";"0";"1";0;1;"cube_c_i_rec";"cube";"rec";"12_part43";0;"F";31
"part43";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"13_part43";0;"F";31
"part43";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"14_part43";0;"F";31
"part43";"1";"1";0;0;"sphe_d_i_gc";"sphe";"gc";"16_part43";0;"F";31
"part43";"1";"0";1;1;"cyli_d_ni_spl";"cyli";"spl";"18_part43";0;"F";31
"part43";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"19_part43";0;"F";31
"part43";"0";"1";0;1;"cone_c_i_ce";"cone";"ce";"1_part43";0;"F";31
"part43";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"20_part43";0;"F";31
"part43";"0";"1";0;1;"sphe_c_i_pc";"sphe";"pc";"21_part43";0;"F";31
"part43";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"22_part43";0;"F";31
"part43";"0";"1";0;1;"cyli_c_i_el";"cyli";"el";"23_part43";0;"F";31
"part43";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"24_part43";0;"F";31
"part43";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"25_part43";0;"F";31
"part43";"1";"1";0;0;"cube_d_i_tri";"cube";"tri";"26_part43";0;"F";31
"part43";"0";"0";1;0;"cube_c_ni_rec";"cube";"rec";"27_part43";0;"F";31
"part43";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"28_part43";0;"F";31
"part43";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"29_part43";0;"F";31
"part43";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"2_part43";0;"F";31
"part43";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"3_part43";0;"F";31
"part43";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"4_part43";0;"F";31
"part43";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"6_part43";0;"F";31
"part43";"0";"1";0;1;"cube_c_i_car";"cube";"car";"7_part43";0;"F";31
"part43";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"8_part43";0;"F";31
"part43";"1";"0";1;1;"cone_d_ni_rub";"cone";"rub";"9_part43";0;"F";31
"part44";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"10_part44";0;"F";20
"part44";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"12_part44";0;"F";20
"part44";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"13_part44";0;"F";20
"part44";"0";"1";0;1;"cube_c_i_rec";"cube";"rec";"14_part44";0;"F";20
"part44";"0";"1";1;0;"cube_c_i_car";"cube";"car";"15_part44";0;"F";20
"part44";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"16_part44";0;"F";20
"part44";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"18_part44";0;"F";20
"part44";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"19_part44";0;"F";20
"part44";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"1_part44";0;"F";20
"part44";"1";"0";1;1;"cyli_d_ni_spl";"cyli";"spl";"20_part44";0;"F";20
"part44";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"21_part44";0;"F";20
"part44";"0";"0";1;0;"cone_c_ni_rub";"cone";"rub";"22_part44";0;"F";20
"part44";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"23_part44";0;"F";20
"part44";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"24_part44";0;"F";20
"part44";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"25_part44";0;"F";20
"part44";"0";"1";1;0;"cone_c_i_tr";"cone";"tr";"26_part44";0;"F";20
"part44";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"27_part44";0;"F";20
"part44";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"28_part44";0;"F";20
"part44";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"29_part44";0;"F";20
"part44";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"2_part44";0;"F";20
"part44";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"3_part44";0;"F";20
"part44";"0";"1";0;1;"cube_c_i_tri";"cube";"tri";"4_part44";0;"F";20
"part44";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"5_part44";0;"F";20
"part44";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"6_part44";0;"F";20
"part44";"0";"0";0;1;"cube_c_ni_rec";"cube";"rec";"7_part44";0;"F";20
"part44";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"8_part44";0;"F";20
"part45";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"10_part45";0;"F";20
"part45";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"11_part45";0;"F";20
"part45";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"12_part45";0;"F";20
"part45";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"13_part45";0;"F";20
"part45";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"14_part45";0;"F";20
"part45";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"15_part45";0;"F";20
"part45";"0";"1";1;0;"cube_c_i_tri";"cube";"tri";"16_part45";0;"F";20
"part45";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"18_part45";0;"F";20
"part45";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"19_part45";0;"F";20
"part45";"1";"0";1;1;"cyli_d_ni_spl";"cyli";"spl";"1_part45";0;"F";20
"part45";"0";"0";0;1;"cube_c_ni_rec";"cube";"rec";"20_part45";0;"F";20
"part45";"0";"1";1;0;"cube_c_i_rec";"cube";"rec";"21_part45";0;"F";20
"part45";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"22_part45";0;"F";20
"part45";"1";"1";1;1;"cone_d_i_bag";"cone";"bag";"24_part45";0;"F";20
"part45";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"25_part45";0;"F";20
"part45";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"26_part45";0;"F";20
"part45";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"27_part45";0;"F";20
"part45";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"28_part45";0;"F";20
"part45";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"29_part45";0;"F";20
"part45";"0";"0";1;0;"cone_c_ni_rub";"cone";"rub";"2_part45";0;"F";20
"part45";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"3_part45";0;"F";20
"part45";"0";"1";1;0;"cone_c_i_tr";"cone";"tr";"4_part45";0;"F";20
"part45";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"5_part45";0;"F";20
"part45";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"7_part45";0;"F";20
"part45";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"8_part45";0;"F";20
"part45";"0";"1";1;0;"cube_c_i_car";"cube";"car";"9_part45";0;"F";20
"part46";"1";"0";1;1;"cube_d_ni_el";"cube";"el";"10_part46";0;"F";21
"part46";"0";"1";1;0;"cube_c_i_tri";"cube";"tri";"11_part46";0;"F";21
"part46";"1";"1";1;1;"cyli_d_i_c";"cyli";"c";"13_part46";0;"F";21
"part46";"0";"0";0;1;"cyli_c_ni_spe1c";"cyli";"spe1c";"14_part46";0;"F";21
"part46";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"15_part46";0;"F";21
"part46";"0";"0";0;1;"cyli_c_ni_spe1t";"cyli";"spe1t";"16_part46";0;"F";21
"part46";"1";"0";1;1;"cyli_d_ni_spl";"cyli";"spl";"17_part46";0;"F";21
"part46";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"18_part46";0;"F";21
"part46";"1";"0";1;1;"cyli_d_ni_spe1";"cyli";"spe1";"19_part46";0;"F";21
"part46";"0";"1";1;0;"cone_c_i_ce";"cone";"ce";"1_part46";0;"F";21
"part46";"0";"0";0;1;"cyli_c_ni_splc";"cyli";"splc";"20_part46";0;"F";21
"part46";"0";"0";0;1;"cube_c_ni_el";"cube";"el";"21_part46";0;"F";21
"part46";"0";"0";0;1;"cone_c_ni_rub";"cone";"rub";"22_part46";0;"F";21
"part46";"0";"0";0;1;"cube_c_ni_rec";"cube";"rec";"23_part46";0;"F";21
"part46";"0";"0";0;1;"cyli_c_ni_eld";"cyli";"eld";"25_part46";0;"F";21
"part46";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"26_part46";0;"F";21
"part46";"1";"1";1;1;"cube_d_i_ca";"cube";"ca";"27_part46";0;"F";21
"part46";"0";"1";0;1;"cube_c_i_rec";"cube";"rec";"29_part46";0;"F";21
"part46";"1";"0";0;0;"cone_d_ni_rub";"cone";"rub";"2_part46";0;"F";21
"part46";"0";"0";0;1;"cone_c_ni_tr";"cone";"tr";"3_part46";0;"F";21
"part46";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"4_part46";0;"F";21
"part46";"1";"1";0;0;"cone_d_i_bag";"cone";"bag";"5_part46";0;"F";21
"part46";"0";"1";0;1;"cube_c_i_car";"cube";"car";"6_part46";0;"F";21
"part46";"0";"1";1;0;"cone_c_i_tr";"cone";"tr";"7_part46";0;"F";21
"part46";"1";"1";1;1;"cube_d_i_tri";"cube";"tri";"8_part46";0;"F";21
"part46";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"9_part46";0;"F";21
"part63";"0";"1";1;0;"cyli_c_i_el";"cyli";"el";"10_part63";0;"M";23
"part63";"1";"1";1;1;"sphe_d_i_gc";"sphe";"gc";"12_part63";0;"M";23
"part63";"0";"1";1;0;"sphe_c_i_pc";"sphe";"pc";"13_part63";0;"M";23
"part63";"0";"0";0;1;"sphe_c_ni_ca";"sphe";"ca";"14_part63";0;"M";23
"part63";"1";"0";0;0;"cube_d_ni_el";"cube";"el";"15_part63";0;"M";23
"part63";"0";"0";0;1;"cyli_c_ni_splt";"cyli";"splt";"16_part63";0;"M";23
"part63";"0";"0";1;0;"cyli_c_ni_splc";"cyli";"splc";"17_part63";0;"M";23
"part63";"0";"1";1;0;"cube_c_i_car";"cube";"car";"18_part63";0;"M";23
"part63";"1";"0";0;0;"cyli_d_ni_spl";"cyli";"spl";"19_part63";0;"M";23
